ID,Source URL,Source File Name,Destination File Name,Name,Damage,Letter Codes,Memory (MB),Description
75,https://static.wikia.nocookie.net/megaman/images/8/86/MMBN3MChip75.png/revision/latest?cb=20111120225805,MMBN3MChip75.png,Mega_075_BowlMan V2.png,BowlMan V2,120,"B
	",82,Lines up pins for a strike!
76,https://static.wikia.nocookie.net/megaman/images/8/81/MMBN3MChip76.png/revision/latest?cb=20111120225825,MMBN3MChip76.png,Mega_076_BowlMan V3.png,BowlMan V3,140,"B
	",84,Lines up pins for a strike!
77,https://static.wikia.nocookie.net/megaman/images/6/66/MMBN3MChip77.png/revision/latest?cb=20111120225841,MMBN3MChip77.png,Mega_077_BowlMan V4.png,BowlMan V4,160,"B
	",86,Lines up pins for a strike!
78,https://static.wikia.nocookie.net/megaman/images/e/ea/MMBN3MChip78.png/revision/latest?cb=20111120225857,MMBN3MChip78.png,Mega_078_DarkMan.png,DarkMan,30,"D
	",72,Creates 3 caves in enmy area
79,https://static.wikia.nocookie.net/megaman/images/d/d7/MMBN3MChip79.png/revision/latest?cb=20111120225922,MMBN3MChip79.png,Mega_079_DarkMan V2.png,DarkMan V2,30,"D
	",76,Creates 3 caves in enmy area
80,https://static.wikia.nocookie.net/megaman/images/1/17/MMBN3MChip80.png/revision/latest?cb=20111120225941,MMBN3MChip80.png,Mega_080_DarkMan V3.png,DarkMan V3,30,"D
	",80,Creates 3 caves in enmy area
81,https://static.wikia.nocookie.net/megaman/images/9/95/MMBN3MChip81.png/revision/latest?cb=20111120230001,MMBN3MChip81.png,Mega_081_DarkMan V4.png,DarkMan V4,30,"D
	",84,Creates 3 caves in enmy area
82,https://static.wikia.nocookie.net/megaman/images/0/06/MMBN3MChip82.png/revision/latest?cb=20111120230024,MMBN3MChip82.png,Mega_082_JapanMan.png,JapanMan,40,"Y
	",82,Multiple attacks w/ spear
83,https://static.wikia.nocookie.net/megaman/images/a/a9/MMBN3MChip83.png/revision/latest?cb=20111120230041,MMBN3MChip83.png,Mega_083_JapanMn V2.png,JapanMn V2,45,"Y
	",85,Multiple attacks w/ spear
84,https://static.wikia.nocookie.net/megaman/images/5/54/MMBN3MChip84.png/revision/latest?cb=20111120230127,MMBN3MChip84.png,Mega_084_JapanMn V3.png,JapanMn V3,50,"Y
	",88,Multiple attacks w/ spear
85,https://static.wikia.nocookie.net/megaman/images/e/ef/MMBN3MChip85.png/revision/latest?cb=20111120230152,MMBN3MChip85.png,Mega_085_JapanMn V4.png,JapanMn V4,55,"Y
	",91,Multiple attacks w/ spear
86,https://static.wikia.nocookie.net/megaman/images/1/10/PunkChip.png/revision/latest?cb=20100324161819,PunkChip.png,Mega_086_Punk.png,Punk,180,"P
	",92,Spins and smashes enemies!
